file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer820.java,example.model.Customer820,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\heritrix3-master\engine\src\test\java\org\archive\crawler\framework\CrawlerProcessorTestBase.java,org.archive.crawler.framework.CrawlerProcessorTestBase,class,4,12,8,4,2,4,8,1,1,0.5,0.0,0.0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,1025,0
C:\Users\Sahith\Desktop\java\1\slf4j-master\slf4j-jdk14\src\test\java\org\slf4j\jul\JDK14AdapterLoggerNameTest.java,org.slf4j.jul.JDK14AdapterLoggerNameTest$MockHandler,innerclass,0,0,0,0,3,2,0,0,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,10,0
C:\Users\Sahith\Desktop\java\1\rest-assured-master\rest-assured\src\main\java\io\restassured\internal\http\CustomHttpMethod.java,io.restassured.internal.http.CustomHttpMethod,class,1,2,1,1,3,2,0,5,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,14,1,0,0,0,0,1,0,1,0,1,0,0,0,0,15,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\repo\Customer789Repository.java,example.repo.Customer789Repository,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Users\Sahith\Desktop\java\1\gson-main\gson\src\test\java\com\google\gson\common\TestTypes.java,com.google.gson.common.TestTypes$ArrayOfObjects,innerclass,1,1,0,1,5,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,24,1,2,0,0,0,4,3,6,2,4,2,0,0,0,17,9,0
C:\Users\Sahith\Desktop\java\1\gson-main\gson\src\test\java\com\google\gson\functional\MapTest.java,com.google.gson.functional.MapTest$MapClass,innerclass,2,2,0,2,2,1,0,2,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,10,0,0,0,0,0,0,0,2,0,2,0,0,0,0,8,24,0
C:\Users\Sahith\Desktop\java\1\heritrix3-master\modules\src\main\java\org\archive\modules\extractor\ExtractorSitemap.java,org.archive.modules.extractor.ExtractorSitemap,class,10,11,1,10,30,4,0,35,14,0.6666667,0.26666668,0.26666668,8,0,4,2,2,0,6,0,0,0,3,1,0,3,0,0,1,0,2,101,9,2,6,2,2,18,3,16,7,13,4,0,0,0,124,1,1
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\repo\Customer537Repository.java,example.repo.Customer537Repository,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer829.java,example.model.Customer829,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\service\Customer1951Service.java,example.service.Customer1951Service,class,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\Sahith\Desktop\java\1\heritrix3-master\modules\src\main\java\org\archive\modules\deciderules\ResourceNoLongerThanDecideRule.java,org.archive.modules.deciderules.ResourceNoLongerThanDecideRule,class,3,5,2,3,16,3,1,13,19,0.90476197,0.0,0.0,7,0,5,0,2,0,9,0,0,0,3,3,1,2,0,0,3,0,2,51,5,0,3,1,0,6,4,8,0,5,3,0,0,0,131,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer823.java,example.model.Customer823,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\heritrix3-master\engine\src\main\java\org\archive\crawler\framework\Engine.java,org.archive.crawler.framework.Engine$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\Sahith\Desktop\java\1\heritrix3-master\engine\src\test\java\org\archive\crawler\selftest\RandomServletTest.java,org.archive.crawler.selftest.RandomServletTest,class,2,2,0,2,2,2,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,1,0,0,0,1,2,4,1,4,1,0,0,0,14,1,0
C:\Users\Sahith\Desktop\java\1\jedis-master\src\main\java\redis\clients\jedis\StreamEntryID.java,redis.clients.jedis.StreamEntryID,class,3,30,27,3,19,1,0,9,0,0.7884616,0.47272727,0.5090909,13,0,11,2,0,0,11,0,0,0,8,6,5,3,0,0,6,0,5,89,9,0,6,0,0,2,7,15,1,11,1,5,0,0,71,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer824.java,example.model.Customer824,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer821.java,example.model.Customer821,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer822.java,example.model.Customer822,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer827.java,example.model.Customer827,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\repo\Customer1807Repository.java,example.repo.Customer1807Repository,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer828.java,example.model.Customer828,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer825.java,example.model.Customer825,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer826.java,example.model.Customer826,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\service\Customer531Service.java,example.service.Customer531Service,class,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\Sahith\Desktop\java\1\spotless-main\lib\src\gson\java\com\diffplug\spotless\glue\gson\GsonFormatterFunc.java,com.diffplug.spotless.glue.gson.GsonFormatterFunc,class,10,11,1,10,14,1,0,26,13,0.7083334,1.0,1.0,6,0,2,4,0,0,2,0,0,0,4,1,0,4,0,0,4,0,3,71,7,1,1,1,0,5,0,16,1,14,2,0,0,1,50,1,0
C:\Users\Sahith\Desktop\java\1\gson-main\gson\src\main\java\com\google\gson\internal\TroubleshootingGuide.java,com.google.gson.internal.TroubleshootingGuide,class,0,6,6,0,2,1,0,0,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,19,1,0
C:\Users\Sahith\Desktop\java\1\heritrix3-master\engine\src\main\java\org\archive\crawler\restlet\models\BeansModel.java,org.archive.crawler.restlet.models.BeansModel,class,0,0,0,0,1,4,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,1,0
C:\Users\Sahith\Desktop\java\1\heritrix3-master\modules\src\main\java\org\archive\modules\warc\BaseWARCRecordBuilder.java,org.archive.modules.warc.BaseWARCRecordBuilder,class,1,9,8,1,2,1,8,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,0,0,1,0,1,0,0,0,15,1025,0
C:\Users\Sahith\Desktop\java\1\heritrix3-master\modules\src\main\java\org\archive\modules\fetcher\BasicExecutionAwareRequest.java,org.archive.modules.fetcher.BasicExecutionAwareRequest,class,5,9,4,5,7,2,1,5,0,0.2777778,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,2,0,0,32,3,0,1,0,0,5,0,7,1,3,1,0,0,0,37,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\mongodb\text-search\src\main\java\example\springdata\mongodb\textsearch\MongoTestConfiguration.java,example.springdata.mongodb.textsearch.MongoTestConfiguration,class,11,11,0,11,3,1,0,8,1,0.33333334,0.0,0.0,3,0,1,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,15,1,0,0,0,0,1,0,2,0,3,0,0,0,0,38,1,0
C:\Users\Sahith\Desktop\java\1\jedis-master\src\test\java\redis\clients\jedis\modules\search\JsonSearchWithGsonTest.java,redis.clients.jedis.modules.search.JsonSearchWithGsonTest,class,9,9,0,9,2,2,0,19,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,2,41,0,0,0,0,0,27,8,12,0,6,0,0,1,0,28,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\service\Customer168Service.java,example.service.Customer168Service,class,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer818.java,example.model.Customer818,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer819.java,example.model.Customer819,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer812.java,example.model.Customer812,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\repo\Customer798Repository.java,example.repo.Customer798Repository,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer813.java,example.model.Customer813,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer810.java,example.model.Customer810,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\slf4j-master\slf4j-api\src\test\java\org\slf4j\helpers\SubstitutableLoggerTest.java,org.slf4j.helpers.SubstitutableLoggerTest$LoggerInvocationHandler,innerclass,0,0,0,0,3,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,13,3,0,0,0,0,1,0,1,0,1,1,0,0,0,14,2,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer811.java,example.model.Customer811,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer816.java,example.model.Customer816,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer817.java,example.model.Customer817,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\google-http-java-client-main\google-http-client\src\test\java\com\google\api\client\http\javanet\NetHttpRequestTest.java,com.google.api.client.http.javanet.NetHttpRequestTest$SleepingOutputWriter,innerclass,2,2,0,2,3,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,14,0,0,0,1,0,1,0,1,0,1,1,0,0,0,17,8,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer814.java,example.model.Customer814,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\web\querydsl\src\main\java\example\users\UserInitializer.java,example.users.UserInitializer,class,14,15,1,14,5,1,0,33,1,0.5,NaN,NaN,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,54,2,1,2,1,0,19,1,12,0,13,2,0,0,1,47,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer815.java,example.model.Customer815,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\repo\Customer528Repository.java,example.repo.Customer528Repository,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Users\Sahith\Desktop\java\1\spotless-main\plugin-gradle\src\test\java\com\diffplug\gradle\spotless\GroovyGradleExtensionTest.java,com.diffplug.gradle.spotless.GroovyGradleExtensionTest,class,4,4,0,4,3,4,0,8,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,15,0,0,0,0,0,17,0,3,2,3,1,0,0,0,34,0,0
C:\Users\Sahith\Desktop\java\1\selenide-main\src\main\java\com\codeborne\selenide\conditions\NamedCondition.java,com.codeborne.selenide.conditions.NamedCondition,class,7,8,1,7,4,2,0,5,0,0.25,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,18,3,0,0,0,0,0,0,2,1,2,0,0,0,0,14,1,0
C:\Users\Sahith\Desktop\java\1\spotless-main\plugin-gradle\src\main\java\com\diffplug\gradle\spotless\AJacksonGradleConfig.java,com.diffplug.gradle.spotless.AJacksonGradleConfig,class,6,11,5,6,5,1,0,6,4,0.59999996,0.3,0.3,5,0,4,0,1,0,5,2,0,0,3,0,0,0,3,0,1,0,2,21,2,0,0,0,0,0,0,4,0,3,0,0,0,0,16,1025,0
C:\Users\Sahith\Desktop\java\1\slf4j-master\slf4j-migrator\src\main\java\org\slf4j\migrator\line\Log4jRuleSet.java,org.slf4j.migrator.line.Log4jRuleSet,class,3,6,3,3,2,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,10,29,1,0,0,0,0,23,0,11,0,11,0,0,0,0,22,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer809.java,example.model.Customer809,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer807.java,example.model.Customer807,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\service\Customer698Service.java,example.service.Customer698Service,class,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer808.java,example.model.Customer808,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer801.java,example.model.Customer801,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer802.java,example.model.Customer802,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer800.java,example.model.Customer800,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer805.java,example.model.Customer805,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer806.java,example.model.Customer806,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer803.java,example.model.Customer803,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\model\Customer804.java,example.model.Customer804,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\repo\Customer1825Repository.java,example.repo.Customer1825Repository,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Users\Sahith\Desktop\java\1\rest-assured-master\examples\rest-assured-itest-java\src\test\java\io\restassured\itest\java\ParamConfigITest.java,io.restassured.itest.java.ParamConfigITest,class,2,2,0,2,8,2,0,18,28,0.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,116,0,1,0,0,1,0,0,0,30,1,0
C:\Users\Sahith\Desktop\java\1\selenide-main\src\test\java\integration\collections\CustomCollectionConditionTest.java,integration.collections.CustomCollectionConditionTest$AllTextsStartingWith,innerclass,7,7,0,7,4,2,0,7,0,0.375,1.0,1.0,4,0,3,1,0,0,3,0,0,0,2,1,0,2,0,0,2,0,0,18,3,0,0,0,0,2,0,4,2,7,0,0,0,2,31,10,0
C:\Users\Sahith\Desktop\java\1\google-http-java-client-main\google-http-client\src\test\java\com\google\api\client\http\javanet\NetHttpRequestTest.java,com.google.api.client.http.javanet.NetHttpRequestTest,class,11,13,2,11,15,1,0,32,45,0.0,0.0,0.0,10,1,9,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,194,0,0,0,4,0,34,8,31,1,31,1,5,1,0,67,1,0
C:\Users\Sahith\Desktop\java\1\selenide-main\src\test\java\com\codeborne\selenide\commands\UtilCommandTest.java,com.codeborne.selenide.commands.UtilCommandTest,class,3,3,0,3,4,1,0,7,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,1,4,3,0,3,0,0,0,2,31,16,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\example\src\main\java\example\springdata\jpa\compositions\CompositeRepositoryConfig.java,example.springdata.jpa.compositions.CompositeRepositoryConfig,class,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
C:\Users\Sahith\Desktop\java\1\jedis-master\src\main\java\redis\clients\jedis\commands\FunctionBinaryCommands.java,redis.clients.jedis.commands.FunctionBinaryCommands,interface,3,4,1,3,16,1,0,0,120,0.0,0.0,0.0,16,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1,0
C:\Users\Sahith\Desktop\java\1\spring-data-examples-main\jpa\deferred\src\main\java\example\service\Customer1723Service.java,example.service.Customer1723Service,class,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C:\Users\Sahith\Desktop\java\1\gson-main\gson\src\main\java\com\google\gson\internal\ObjectConstructor.java,com.google.gson.internal.ObjectConstructor,interface,1,11,10,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
C:\Users\Sahith\Desktop\java\1\selenide-main\modules\appium\src\test\java\it\mobile\ios\driverproviders\CalculatorDriverProvider.java,it.mobile.ios.driverproviders.CalculatorDriverProvider,class,2,3,1,2,1,2,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
